# rel_path	sha256	size_bytes	source_path
# Written by snapshot_results.py. `--check` re-hashes against this file, so a
# snapshot can be audited against the store it came from.
ramole/runs/ramole_l32_3b_n32_k3/results/router_unlearn_d2_after.json	45af418bb80d7068c62f9cf34c086c5078b8219dba1b490a82fa0398b63821f2	574	/storage2/jack/checkpoints/ramole/runs/ramole_l32_3b_n32_k3/results/router_unlearn_d2_after.json
ramole/runs/ramole_l32_3b_n32_k3/results/router_unlearn_d2_after_rebuilt.json	17bc3e8df6704595660f80db5b5573299fcd088712b1b6d6740c85e5c12938cd	584	/storage2/jack/checkpoints/ramole/runs/ramole_l32_3b_n32_k3/results/router_unlearn_d2_after_rebuilt.json
ramole/runs/ramole_l32_3b_n32_k3/results/router_unlearn_d2_before.json	6e3f0b04b5a6095c3aacf5de169bd0dba2cf2cee2358f6c4e1be52b90470de13	581	/storage2/jack/checkpoints/ramole/runs/ramole_l32_3b_n32_k3/results/router_unlearn_d2_before.json
ramole/runs/ramole_l32_3b_n32_k3/results/router_unlearn_d_batch15_after.json	cdf8b0ce0ffbe89dc98dd9dc4d80a5692987b9bb4cadf99264301bb3229abf68	3604	/storage2/jack/checkpoints/ramole/runs/ramole_l32_3b_n32_k3/results/router_unlearn_d_batch15_after.json
ramole/runs/ramole_l32_3b_n32_k3/results/router_unlearn_d_batch15_before.json	c65459413ec4398016614653739011b34171413ba3ec9d4cab5a0ec924a7d373	3610	/storage2/jack/checkpoints/ramole/runs/ramole_l32_3b_n32_k3/results/router_unlearn_d_batch15_before.json
ramole/runs/ramole_l32_3b_n32_k3/results/routing_audit.json	0131c71f7bbc0c7135ca0f5edd646c48a22905e49652845b3c1a62519b04ae77	27818	/storage2/jack/checkpoints/ramole/runs/ramole_l32_3b_n32_k3/results/routing_audit.json
ramole/runs/ramole_l32_3b_n32_k3/results/throughput.json	20cf0a3c9939859701c7393b07386df5fbcb1660b993a5f9a40650858c223b8b	5933	/storage2/jack/checkpoints/ramole/runs/ramole_l32_3b_n32_k3/results/throughput.json
ramole/runs/ramole_l32_3b_s43/results/router_keys_iid.json	b778984534428c23ccf3c58670d1d6c3214c450145771c3a6ddce37bcd7e60b9	42637	/storage2/jack/checkpoints/ramole/runs/ramole_l32_3b_s43/results/router_keys_iid.json
ramole/runs/ramole_l32_3b_s44/results/router_keys_iid.json	34a02c142fbaad3b9ef7ffb72bb38c82574e4dab9b1df2933ebda89376e98d0f	42805	/storage2/jack/checkpoints/ramole/runs/ramole_l32_3b_s44/results/router_keys_iid.json
tofu/Llama-2-7B-chat-hf_k100_r32_e5_lr1e4/results/smoke/merged_dare_ties.json	2aa4856ee9554b6f43d16505f248d89231c59378af7807387731c644e972144d	703	/storage2/jack/checkpoints/tofu_sisa_lora/Llama-2-7B-chat-hf_k100_r32_e5_lr1e4/results/smoke/merged_dare_ties.json
tofu/Llama-2-7B-chat-hf_k100_r32_e5_lr1e4/results/smoke/merged_jd_full_c7.json	a6b0cbe40a4fc71a5734c5d8dfa2d45118eeb457f8d8bb360704fa395e0f06f3	706	/storage2/jack/checkpoints/tofu_sisa_lora/Llama-2-7B-chat-hf_k100_r32_e5_lr1e4/results/smoke/merged_jd_full_c7.json
tofu/Llama-2-7B-chat-hf_k100_r32_e5_lr1e4/results/smoke/merged_linear.json	2e4f7ae5684367642e0c1741c3df0c630f03717aeafab91a3aa0fc878cf533b6	697	/storage2/jack/checkpoints/tofu_sisa_lora/Llama-2-7B-chat-hf_k100_r32_e5_lr1e4/results/smoke/merged_linear.json
tofu/Llama-2-7B-chat-hf_k100_r32_e5_lr1e4/results/smoke/remerge_dare_ties.json	ea8e67b2ee384c7dbc584ff22a3a64c283b2228bada9c462f5ff6c7ed4672ca2	703	/storage2/jack/checkpoints/tofu_sisa_lora/Llama-2-7B-chat-hf_k100_r32_e5_lr1e4/results/smoke/remerge_dare_ties.json
tofu/Llama-2-7B-chat-hf_k100_r32_e5_lr1e4/results/smoke/remerge_jd_full_c7.json	de46dc20aae8d29f4e65b3f56ca651f25bf68fc36ed153366afbbfc0be2517e3	705	/storage2/jack/checkpoints/tofu_sisa_lora/Llama-2-7B-chat-hf_k100_r32_e5_lr1e4/results/smoke/remerge_jd_full_c7.json
tofu/Llama-2-7B-chat-hf_k100_r32_e5_lr1e4/results/smoke/remerge_linear.json	790e0bfefc06ef9ee1cc4589b2366df662f467abd08c58125b08069d7a664c6e	702	/storage2/jack/checkpoints/tofu_sisa_lora/Llama-2-7B-chat-hf_k100_r32_e5_lr1e4/results/smoke/remerge_linear.json
tofu/Llama-2-7B-chat-hf_k100_r32_e5_lr1e4/results/smoke/routed_key_exact.json	f743cde5bc892a9dc0d7c3deda759306520b43b2c2705ed7ea225fb056060843	704	/storage2/jack/checkpoints/tofu_sisa_lora/Llama-2-7B-chat-hf_k100_r32_e5_lr1e4/results/smoke/routed_key_exact.json
tofu/Llama-2-7B-chat-hf_k100_r32_e5_lr1e4/results/smoke/routed_key_exact_no99.json	a325709dba4e864c22ab1020254f51efb55ed9dc457230da9d8f00ad2b3d9b3a	712	/storage2/jack/checkpoints/tofu_sisa_lora/Llama-2-7B-chat-hf_k100_r32_e5_lr1e4/results/smoke/routed_key_exact_no99.json
tofu/Llama-2-7B-chat-hf_k100_r32_e5_lr1e4/results/smoke/shard_99_only.json	c31d686bfa0a4549c0a12b4432fb2954a1477be82add74fcb213da14cc37f15f	693	/storage2/jack/checkpoints/tofu_sisa_lora/Llama-2-7B-chat-hf_k100_r32_e5_lr1e4/results/smoke/shard_99_only.json
tofu/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/router_leak/rl_family_k10_7b_behavioral.activation_norm.npz	2f4a02e16dc2e792566ee5abd45c4994a7847e041d2ad176f96b908394e69f93	28865	/storage2/jack/checkpoints/tofu_sisa_lora/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/router_leak/rl_family_k10_7b_behavioral.activation_norm.npz
tofu/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/router_leak/rl_family_k10_7b_behavioral.attn_norm.npz	88b23e89db008309a2e4b745499798a6b344a0edc450b8b63348eefef652defd	28559	/storage2/jack/checkpoints/tofu_sisa_lora/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/router_leak/rl_family_k10_7b_behavioral.attn_norm.npz
tofu/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/router_leak/rl_family_k10_7b_behavioral.json	c38692499e6b4bfb9048fd5419ac7c3d2f0d63933b9d80a221fb61eeb5a24e7e	19157	/storage2/jack/checkpoints/tofu_sisa_lora/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/router_leak/rl_family_k10_7b_behavioral.json
tofu/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/router_leak/rl_family_k10_7b_behavioral.logit_div.npz	ff64bfd42c5b04d46e4775a68e428e26bbc761aece85ae696757ba202b9dd430	95038	/storage2/jack/checkpoints/tofu_sisa_lora/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/router_leak/rl_family_k10_7b_behavioral.logit_div.npz
tofu/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/router_leak/rl_family_k10_7b_behavioral.ppl.npz	aeddad2c65c4f44db685f8f1948ec3fd97a77345a9a83803c882c3d70f8db142	29131	/storage2/jack/checkpoints/tofu_sisa_lora/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/router_leak/rl_family_k10_7b_behavioral.ppl.npz
tofu/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/router_leak/rl_family_k10_7b_feature.centroid_lm.npz	228bed3da10d2c08e2c41ef5daef48aa0a7ea147eb0543bf19d944addb2acd41	1208184	/storage2/jack/checkpoints/tofu_sisa_lora/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/router_leak/rl_family_k10_7b_feature.centroid_lm.npz
tofu/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/router_leak/rl_family_k10_7b_feature.centroid_lm_last.npz	30951a334ce67fb3cd69d79f9aff3f87d176c0ac5010be284b7daefc70579504	1196037	/storage2/jack/checkpoints/tofu_sisa_lora/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/router_leak/rl_family_k10_7b_feature.centroid_lm_last.npz
tofu/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/router_leak/rl_family_k10_7b_feature.centroid_sbert.npz	384eff14a462576c56df5e8c3c2a830cb4a44179695f40f5c8d36d97a7f93842	1245154	/storage2/jack/checkpoints/tofu_sisa_lora/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/router_leak/rl_family_k10_7b_feature.centroid_sbert.npz
tofu/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/router_leak/rl_family_k10_7b_feature.centroid_sbert_q.npz	5b00ec221093654670001f9ce7cdd5ca4b5762cdcede05f62e22220e0f743968	1244485	/storage2/jack/checkpoints/tofu_sisa_lora/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/router_leak/rl_family_k10_7b_feature.centroid_sbert_q.npz
tofu/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/router_leak/rl_family_k10_7b_feature.json	0316e7ab5183b4794af0343fc787d372a89f1df56cd36837bf872dcc65b6d7cd	20336	/storage2/jack/checkpoints/tofu_sisa_lora/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/router_leak/rl_family_k10_7b_feature.json
tofu/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/router_leak/rl_family_k10_7b_feature.key_exact.npz	5d4e46dfb3f2bb1c4d3a404090975aa5159322fa334425e659dad71214b4eb99	2264	/storage2/jack/checkpoints/tofu_sisa_lora/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/router_leak/rl_family_k10_7b_feature.key_exact.npz
tofu/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/router_leak/rl_family_k10_7b_feature.key_tfidf.npz	4541b684b872a1ef2f92cf9f8c28a6331c21806716430d3afd154d5b30b926a9	1275279	/storage2/jack/checkpoints/tofu_sisa_lora/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/router_leak/rl_family_k10_7b_feature.key_tfidf.npz
tofu/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/smoke/merged_breadcrumbs.json	183c89523fdc6fc7f7e80ebeb4e9a23a03ef72e202dff5146d81bd7defd1039a	708	/storage2/jack/checkpoints/tofu_sisa_lora/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/smoke/merged_breadcrumbs.json
tofu/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/smoke/merged_cat.json	0c7cfed917a212df4957a8a0bd5afa79c19031c778a189db5b3ed3d5d6dcd2b8	685	/storage2/jack/checkpoints/tofu_sisa_lora/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/smoke/merged_cat.json
tofu/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/smoke/merged_dare_ties.json	a5c56f38ee81f8549343de6ffdb74c5db9169c4fd1a4daea36e550b1b0fcee02	704	/storage2/jack/checkpoints/tofu_sisa_lora/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/smoke/merged_dare_ties.json
tofu/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/smoke/merged_della_linear.json	3ee7ff064586f4ba151b69a6561a5c5c91b596da662872f318ccc7ee854935d4	705	/storage2/jack/checkpoints/tofu_sisa_lora/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/smoke/merged_della_linear.json
tofu/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/smoke/merged_della_ties.json	3a7e61ce8b1161718275b1db32ccaee38d6c2cf96e148f12ce62e7616059e129	704	/storage2/jack/checkpoints/tofu_sisa_lora/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/smoke/merged_della_ties.json
tofu/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/smoke/merged_fisher.json	37b9dfdb895a712e46b09e5a14e0f4c52e8e0cb956d514319c9034ad5e31e1ec	695	/storage2/jack/checkpoints/tofu_sisa_lora/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/smoke/merged_fisher.json
tofu/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/smoke/merged_knots_ties.json	30e36b905308995b099d474880a1e04c2984c359d9ebe2f19a6920838f20aac7	705	/storage2/jack/checkpoints/tofu_sisa_lora/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/smoke/merged_knots_ties.json
tofu/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/smoke/merged_linear.json	a25e7b39e9d60708822420634182c444fb635df14d1072f6919adbf10ec2c8b7	695	/storage2/jack/checkpoints/tofu_sisa_lora/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/smoke/merged_linear.json
tofu/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/smoke/merged_lorahub.json	427dc0ba8ada3f93c28fb9238363708fb7ba698992d69a5e5ddb8e7f1269b40e	697	/storage2/jack/checkpoints/tofu_sisa_lora/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/smoke/merged_lorahub.json
tofu/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/smoke/remerge_breadcrumbs.json	8a0cbbe378e0d6c1585261712a1e8d5d6bbdc25837fd32712996bb2547b4be85	717	/storage2/jack/checkpoints/tofu_sisa_lora/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/smoke/remerge_breadcrumbs.json
tofu/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/smoke/remerge_cat.json	dc6dc0ce2bb95daaa34185075a803bdb562ba418eadfdff7e19ed27409365474	684	/storage2/jack/checkpoints/tofu_sisa_lora/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/smoke/remerge_cat.json
tofu/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/smoke/remerge_dare_ties.json	94db936f0a59a70466a22c1981d735c9ef91f612db9c3521ef63b535012c434c	702	/storage2/jack/checkpoints/tofu_sisa_lora/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/smoke/remerge_dare_ties.json
tofu/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/smoke/remerge_della_linear.json	096e6b50c069f13d872ee29e960f7bce824b8c9827e0c5a2fb44ea54d46150e0	712	/storage2/jack/checkpoints/tofu_sisa_lora/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/smoke/remerge_della_linear.json
tofu/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/smoke/remerge_della_ties.json	876e4d97db1eccc6ad7155f9f62f43363dbdc7bfde1ff92f7a09934bc10d1097	706	/storage2/jack/checkpoints/tofu_sisa_lora/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/smoke/remerge_della_ties.json
tofu/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/smoke/remerge_fisher.json	38c83d09b0e1c28fb8b38448e44b340ed180faa1a9e4159d796ae3c35d9f9d7d	700	/storage2/jack/checkpoints/tofu_sisa_lora/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/smoke/remerge_fisher.json
tofu/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/smoke/remerge_knots_ties.json	72f40cf3f953b5f90a2cf0d9e9885985c5e660430357862b51517dd4e4ed1a27	707	/storage2/jack/checkpoints/tofu_sisa_lora/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/smoke/remerge_knots_ties.json
tofu/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/smoke/remerge_linear.json	686c99272ffa8ae65a509fe0a25282795049b9d72f4b98057eda1d92495f65bd	696	/storage2/jack/checkpoints/tofu_sisa_lora/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/smoke/remerge_linear.json
tofu/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/smoke/remerge_lorahub.json	f074d96db83cb1d7749cb16b1e5103c881990eaba42af4c2a8816edb54629276	697	/storage2/jack/checkpoints/tofu_sisa_lora/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/smoke/remerge_lorahub.json
tofu/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/smoke/routed_key_exact.json	756e97b33d897b7b009a31d0e14591ab812a353cfc7f5fa356f0d54593c57f07	756	/storage2/jack/checkpoints/tofu_sisa_lora/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/smoke/routed_key_exact.json
tofu/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/smoke/shard_9_only.json	5ba8bfe765298d89dff0d291aaa0d563c699e65b90b58a86f71839afa6614a79	687	/storage2/jack/checkpoints/tofu_sisa_lora/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/smoke/shard_9_only.json
tofu/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/smoke/subtract_orth.json	5abdfcc7a413159f9dae1b03eab6431c413a22273739ae3b5a9b43cda36fe29f	705	/storage2/jack/checkpoints/tofu_sisa_lora/Llama-2-7B-chat-hf_k10_r32_e5_lr1e4/results/smoke/subtract_orth.json
tofu/Llama-2-7B-chat-hf_k200_r32_e25_lr1e4/results/router_leak/rl_family_k200.centroid_lm.npz	45022f15e15713013b2bb6eba25ad4d315854273f9bb8ea6c6895f5d84e91c00	3015373	/storage2/jack/checkpoints/tofu_sisa_lora/Llama-2-7B-chat-hf_k200_r32_e25_lr1e4/results/router_leak/rl_family_k200.centroid_lm.npz
tofu/Llama-2-7B-chat-hf_k200_r32_e25_lr1e4/results/router_leak/rl_family_k200.centroid_sbert.npz	a6a6f9a4764bfd75c959d69ebdc72cf4f8dda2a7ac94cd323e8804361b5371c3	3038715	/storage2/jack/checkpoints/tofu_sisa_lora/Llama-2-7B-chat-hf_k200_r32_e25_lr1e4/results/router_leak/rl_family_k200.centroid_sbert.npz
tofu/Llama-2-7B-chat-hf_k200_r32_e25_lr1e4/results/router_leak/rl_family_k200.json	b4d5eb5622c522999220bad02ff10d3f408079364ff0bb20ecaee25c9c11c8c6	16060	/storage2/jack/checkpoints/tofu_sisa_lora/Llama-2-7B-chat-hf_k200_r32_e25_lr1e4/results/router_leak/rl_family_k200.json
tofu/Llama-2-7B-chat-hf_k200_r32_e25_lr1e4/results/router_leak/rl_family_k200.key_exact.npz	aa93d25465e4f12959d1ecfa28e36485648f54b47ce7a28de872fe1b1107666f	5972	/storage2/jack/checkpoints/tofu_sisa_lora/Llama-2-7B-chat-hf_k200_r32_e25_lr1e4/results/router_leak/rl_family_k200.key_exact.npz
